label,message
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
ham,You call times job today ok umma and ask them to speed up
ham,Watching tv lor...
ham,Hey r ü still online? I've finished the formatting...
ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! "
ham,You flippin your shit yet?
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,Ok lor... But buy wat?
ham,Are you willing to go for apps class.
ham,"Oh, then your phone phoned me but it disconnected"
ham,We are okay. Going to sleep now. Later
ham,Erutupalam thandiyachu
ham,I am in hospital da. . I will return home in evening
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
ham,Dude im no longer a pisces. Im an aquarius now.
ham,Can a not?
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
ham,Ok ill tell the company
ham,"""Response"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care"
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
ham,Where u been hiding stranger?
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
ham,i dnt wnt to tlk wid u
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,I will see in half an hour
ham,Hello madam how are you ?
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
ham,S but not able to sleep.
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
ham,"Jus chillaxin, what up"
ham,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
ham,Once free call me sir.
ham,Dude we should go sup again
spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
ham,Ladies first and genus second k .
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
ham,I wonder if you'll get this text?
ham,That depends. How would you like to be treated? :)
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,And pls pls drink plenty plenty water
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,Ultimately tor motive tui achieve korli.
ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
ham,Yes. that will be fine. Love you. Be safe.
ham,Sorry da thangam.it's my mistake.
ham,LOL ... No just was busy
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,Alright. I'm out--have a good night!
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here
ham,Yes when is the appt again?
ham,No da. . Vijay going to talk in jaya tv
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
ham,Anything lor but toa payoh got place 2 walk meh...
ham,Ya just telling abt tht incident..
ham,"Yeah sure, give me a couple minutes to track down my wallet"
ham,Where you. What happen
ham,Huh? 6 also cannot? Then only how many mistakes?
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
ham,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
ham,U should make a fb list
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
ham,Anything lor. Juz both of us lor.
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
ham,how tall are you princess?
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
ham,"Vikky, come around  &lt;TIME&gt; .."
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
ham,No..jst change tat only..
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
ham,And of course you should make a stink!
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
ham,Cos daddy arranging time c wat time fetch ü mah...
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
ham,That's y u haf 2 keep me busy...
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."""
ham,From here after The performance award is calculated every two month.not for current one month period..
ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
ham,Yup
ham,But we havent got da topic yet rite?
ham,What Today-sunday..sunday is holiday..so no work..
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,Headin towards busetop
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham,"Sir, waiting for your letter."
ham,Hey... Why dont we just go watch x men and have lunch... Haha 
ham,Ok... Let u noe when i leave my house.
ham,"""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic"""
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
spam,network operator. The service is free. For T & C's visit 80488.biz
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
ham,What about this one then.
ham,"I dont knw pa, i just drink milk.."
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
ham,"Yeah, probably earlier than that"
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
ham,"""YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"""
ham,Ok... U enjoy ur shows...
ham,Okie...
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
